i	dep_id	line	struct_type	struct	struct_text	inserted_by	insert_date	updated_by	update_date
8166	"10094708"	1	"L"	""	"Several Fracture Sets Present At N20w, 80sw, S85w, 90"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8167	"10021325"	1	"L"	""	"Area Much Faulted"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8168	"10046488"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8169	"10037343"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8170	"10005262"	1	"R"	""	"Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8171	"10004153"	1	"R"	""	"Bloques Meridionales Escalonados E-W"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8172	"10004153"	1	"L"	""	"Fallas Inversas De Alto Angulo"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8173	"10004773"	1	"L"	""	"Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8174	"10045906"	1	"L"	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8175	"10021336"	1	"L"	""	"The Thanynes Ls Has A Measured Section Of 1,300 Ft."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8176	"10042065"	1	"R"	""	"Little Diamond Creek Fault; On West Limb Of Wanrhodes Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8177	"10079762"	1	"R"	""	"Coosa Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8178	"10101905"	1	"R"	""	"Nutria Monocline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8179	"10093747"	1	"L"	""	"Anticlines And Synclines Which Trend About N 30 Deg W And Plunge Se"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8180	"10059445"	1	"L"	""	"Bedding At N20w, 30ne"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8181	"10100728"	1	"R"	""	"Las Fracturas Mineralizadas Son Parte De Un Sistema Regional De Fracturamiento."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8182	"10256244"	1	"R"	"Copper Belt"	""	"AWILSON"	"17-FEB-10"	""	""
8183	"10012181"	1	"R"	""	"Rosita Volcanic Center, Wet Mtns"	"MRDS migration"	"29-OCT-02"	""	""
8184	"10012181"	1	"L"	""	"Faults, Trachyte Dikes"	"MRDS migration"	"29-OCT-02"	""	""
8185	"10089338"	1	"R"	""	"San Rafael Swell"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8186	"10015573"	1	"R"	""	"West Flank Monument Upwarp"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8187	"10040533"	1	"R"	""	"Mc Dermitt Caldera Collapse Structure"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8188	"10040533"	1	"L"	""	"Two North - Trending Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8189	"10031428"	1	"R"	""	"Warner Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8190	"10019461"	1	"R"	""	"Philipsburg Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8191	"10019461"	1	"L"	""	"Wyman Gulch Synclinephilipsburg Overthrust"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8192	"10102563"	1	"R"	""	"Prec Schistosity N30e, Lcret Veins, Fissures, Dikes Nw To Nnw Regionally"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8193	"10102563"	1	"L"	""	"Vein Parallels Schistosity Of Host Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8194	"10101982"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-02"	""	""
8195	"10014163"	1	"R"	""	"San Juan Uplift, Four Corners Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8196	"10014163"	1	"L"	""	"La Plata Dome"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8197	"60001825"	2	"R"	""	"MISSISSIPPI EMBAYMENT"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8198	"10025889"	1	"R"	""	"Bedding Averages N. 45 Deg. E And Dips 45 To 60 Deg S. Mine Is In Proximity To The Great Smoky Fault."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8199	"10087130"	1	"R"	""	"Hurricane Fault System"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8200	"10055111"	1	"R"	""	"Cordilleran Highline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8201	"10055111"	1	"L"	""	"Virgin Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8202	"10080844"	1	"L"	""	"Surface Fault Of Unknown Subsurface Extent. 2 Mi Ne Of A Nw Trendi Ng Thrust Fault."	"MRDS migration"	"29-OCT-02"	""	""
8203	"10015449"	1	"L"	""	"Red Hills Caldera"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8204	"10012530"	1	"R"	""	"Philipsburg Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8205	"10110609"	1	"R"	""	"Nw Limb Of The Burra Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8206	"10012132"	1	"R"	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8207	"10012132"	1	"L"	""	"Local Thrusting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8208	"10063138"	1	"L"	""	"Piercement Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8209	"10040479"	1	"L"	""	"Relief Thrust (Reverse); Overturned Anticlinorium; Nw Normal Fault; Sandstone-Dolo. Contact."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8210	"10017247"	1	"R"	""	"Cheyenne Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8211	"10021950"	1	"R"	""	"Gentle Dip N. To Nw About 75 Ft/Mi Off Electra Arch"	"MRDS migration"	"29-OCT-02"	""	""
8212	"10037564"	1	"L"	""	"3 Ft Vein In Shear Zone, Strike-N15e, Dip=80nw"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8213	"10028936"	1	"L"	""	"Beatty Fault Displaces Vein 50 Ft To N"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8214	"10072556"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8215	"10050233"	1	"R"	""	"N40w Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8216	"10048896"	1	"R"	""	"Roof Pendant"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8217	"10086127"	1	"R"	""	"El Sauce Anticline Trends N45w, Major Normal Faults Parallel To It."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8218	"10086127"	1	"L"	""	"Deposits Found In Graben Bounded By N45w Normal Faults."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8219	"10004090"	1	"L"	""	"Fallas Rumi Cruz"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8220	"10044458"	1	"L"	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8221	"10048860"	1	"R"	""	"Within Large Roof Pendant Of Metamorphic Rocks Overlying Sonoran Batholith."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8222	"10048860"	1	"L"	""	"Two Major Low-Angle Faults, Subparallel; Gemini Fault: N 60 W, 30 Ne Dip, 200 M Dip-Slip. Creston Fault: 30-35 Ne Dip, 450 M Dip-Slip."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8223	"10086901"	1	"R"	""	"Fallas Con Rumbo General Nw."	"MRDS migration"	"29-OCT-02"	""	""
8224	"10086901"	1	"L"	""	"Dos Fracturas Con Rumbo N 50 E, Buz. Vertical, Cortadas Por Una Falla Transversal En El Extremo Sw, La Cual Es El Limite De La Mineralizacion."	"MRDS migration"	"29-OCT-02"	""	""
8225	"10012834"	1	"R"	""	"Wasatch Fault"	"MRDS migration"	"29-OCT-02"	""	""
8226	"10005537"	1	"R"	""	"Ne-Sw & N-S Fracture Sets"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8227	"10005537"	1	"L"	""	"Metasediments:  Strike N70w, Dip 60sw"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8228	"10061693"	1	"L"	""	"Strctural Zone N40e."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8229	"10090455"	1	"L"	""	"Fault At N End Of Western Pit Of The Northern Workings Places Ore In Contact With Diorite Or Basalt And May Repeat Orebody."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8230	"10058415"	1	"L"	""	"Fault At N10-15w"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8231	"10050082"	1	"L"	""	"N45w Normal Fault, West Down.  N50w, 40sw Vein 375 M Long, 3.5 M Wide."	"MRDS migration"	"29-OCT-02"	""	""
8232	"10005086"	1	"L"	""	"Intense Fold"	"MRDS migration"	"29-OCT-02"	""	""
8233	"10057407"	1	"R"	""	"Nne Trending Faults"	"MRDS migration"	"29-OCT-02"	""	""
8234	"10004229"	1	"R"	""	"Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8235	"10005883"	1	"R"	""	"Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8236	"10005883"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8237	"10072714"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8238	"10072714"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8239	"10025175"	1	"L"	""	"Pegmatite Is Discordant With Wall Rock Structure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8240	"10012349"	1	"R"	""	"San Juan Volcanic Field; La Garita, Creede, And Bachelor Calderas"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8241	"10012349"	1	"L"	""	"Small Area Of Complex Fracturing, Possibly A Southeastward Extension Of Solomon-Holy Moses Fault Zone But More Likely Related To Similar Set Of Fractures That Diagonally Terminates South End Of S-Hm Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8242	"10019664"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-02"	""	""
8243	"10094190"	1	"R"	""	"Fallas Con Rumbo Genral Nw."	"MRDS migration"	"29-OCT-02"	""	""
8244	"10094190"	1	"L"	""	"Fracturas"	"MRDS migration"	"29-OCT-02"	""	""
8245	"10011472"	1	"R"	""	"Thrust Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8246	"10072715"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8247	"10072715"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8248	"10100233"	1	"R"	""	"Virgilina Synclinorium"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8249	"10100233"	1	"L"	""	"Schistosity South Of Pits Strikes N 8 Deg. E. 9 M West, 20-Cm-Wide Vein Of Quartz Has N-S Strike."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8250	"10006264"	1	"R"	""	"On West Flank Of Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8251	"10097762"	1	"R"	""	"N16w Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8252	"10027195"	1	"L"	""	"A Fault Zone Seperates Andesitic And Rhyolitic Lavas, Breccias, And Tuffs On The West From Schist And Granite On The East.  The Main Fault Strikes N20w And Dips 60 Sw, Is Joined Near The Center Of The Claim By A Branch Fault That Strikes N10w.  These Faults Contain Veins Of Similar Character, But The Main One Is Wider, Longer, And More Strongly Mineralized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8253	"10027127"	1	"L"	""	"E-W Trending Fault Separates Quartz Monzonite To The South From Cretaceous Shales To The North"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8254	"10014728"	1	"R"	""	"San Juan Volcanic Field, San Juan Depression"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8255	"10014728"	1	"L"	""	"San Juan-Uncompahgre Calderas, Matterhorn Peak Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8256	"10310498"	1	"L"	""	"Mineralization occurs adjacent to an igneous contact."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:06"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8257	"10310498"	1	"R"	""	"A roughly N-S-trending high-angle range-front fault cuts the host rocks near the mine area."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:18"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8258	"10306659"	1	"R"	""	"Limestone"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
8259	"10048163"	1	"R"	""	"Foliation In Precambrian Metamorphic Rocks Trends N10e To N25e; Granitic Rocks Unfoliated"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8260	"10048163"	1	"L"	""	"Veins Parallel Mafic Dikes Which Trend Northeast And Dip At Low Angles, Usually Less Than 40 Degree."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8261	"10310518"	1	"L"	""	"In mineralized areas, numerous high-angle fault sets trend N, NE, and WNW, standing out topographically as prominent silicified ribs."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:06"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8262	"10072181"	1	"L"	""	"The Most Prevalent Direction Of Crevices And Joint-Planes Which Are Frequently Seen In The Mine Is Wsw, But Others Are Found Running Nearly N-S."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8263	"10105788"	1	"R"	""	"Steeply Dipping W Limb Of Anticline Of Great Width"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8264	"10105788"	1	"L"	""	"Foliation Parallel To Bedding Which Strikes Due N, Dips 50 Deg W To Vertical"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8265	"10097798"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8266	"10003203"	1	"R"	""	"Dike Offset By Major Fault To The W Of Mineralized Portion"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8267	"10087620"	1	"R"	""	"Wasatch Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8268	"10072556"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8269	"10094977"	1	"R"	""	"Fallamiento En Bloques"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8270	"10019334"	1	"R"	""	"Philipsburg Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8271	"10019334"	1	"L"	""	"Princeton Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8272	"10047588"	1	"R"	""	"Robert Mountain Thrust"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8273	"10047588"	1	"L"	""	"Intrusive Igneous Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8274	"10102051"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8275	"10071904"	2	"L"	"Gouge"	""	"WBFERGUS"	"19-DEC-2008 05:44:37"	""	""
8276	"10071904"	1	"L"	"Brecciation"	"Brecciation, Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"19-DEC-2008 05:44:26"
8277	"10306879"	1	"R"	""	"Granite With Quartz Phenoctysts"	"woodruff"	"28-OCT-2003 08:53:00"	""	""
8278	"10041889"	1	"R"	""	"Wasatch Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8279	"10041889"	1	"L"	""	"North Tintic Anticline And Ne Trending Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8280	"10071938"	1	"L"	""	"Minor Folding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8281	"10093417"	1	"L"	""	"Vein On Contact; Near Moyie Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8282	"10104028"	1	"L"	""	"E-Striking Faults Conjugate To A Set Of Nw-Striking Faults"	"MRDS migration"	"29-OCT-02"	""	""
8283	"10088980"	1	"R"	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8284	"10048854"	1	"L"	""	"Local Structure Trends N 45 E And N 45 W."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8285	"10026667"	1	"L"	""	"Fracturas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8286	"10048855"	1	"R"	""	"Nw And Ne Structural Trends."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8287	"10048855"	1	"L"	""	"Western Part Of Intrusive Complex Offset By Faulting."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8288	"10004925"	1	"L"	""	"Folding"	"MRDS migration"	"29-OCT-02"	""	""
8289	"10004982"	1	"R"	""	"Faults- Major Ne."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8290	"10004982"	1	"L"	""	"Bedding Nw/ 20 Ne"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8291	"10048999"	1	"L"	""	"Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8292	"10026920"	1	"L"	""	"Gnessic And Pegmatitic Structures Ne, 10-30se Dip"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8293	"10049548"	1	"L"	""	"Vertical N-S Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8294	"10049707"	1	"R"	""	"Paleozoic And Oldercrust Is Floor For Thick Jurassic-Cretacious Carbonate-Dominant Basinal Sedimentary Sequence The Mining Districts Lie Within Or At Margins Of Major Fold-Thrust Belts."	"MRDS migration"	"29-OCT-02"	""	""
8295	"10049416"	1	"R"	""	"Tert. Andesite Tuffaceous Volcanics Dip Eastward"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8296	"10079533"	1	"L"	""	"Lagoonal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8297	"60001279"	1	"L"	""	"TWO SYSTEMS OF PARALLEL FAULTS"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8298	"60000078"	2	"R"	""	"BLOQUES ALINEADOS N-S, ESCALONADOS E-W"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8299	"60000078"	1	"L"	""	"FALLAS DIRECTAS: 1) N-S INCL. W, 2) WNW-ESE INCL. NE, 3) NE-SW"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8300	"10027337"	1	"L"	""	"Granite Cut By A Mile Wide Belt Of Granite Porphyry. Fissures Stri King N-S, N20-25e, N45e, N65w"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8301	"10050173"	1	"R"	""	"Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8302	"10004174"	1	"R"	""	"Bloques Submeridionales Basculados Al Oeste Y Limitados Al Este Por Fallas Inversas De Alto Angulo."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8303	"10004174"	1	"L"	""	"Suave Plegamiento De Las Capas Jurasicas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8304	"10049277"	1	"R"	""	"Roof Pendant"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8305	"10048062"	1	"R"	""	"Foliation In Precambrian Xenoliths (Quartz-Mica Schist) Trends N40-50 E"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8306	"10048062"	1	"L"	""	"Veins Parallel Rhyolite Porphyry Dikes And Foliation In Precambrian Xenoliths"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8307	"10098176"	1	"R"	""	"Fallamiento En Bloques"	"MRDS migration"	"29-OCT-02"	""	""
8308	"60001040"	1	"L"	"LINEAMENT"	"N-S LINEAMENTS"	"MRDS migration"	"30-SEP-07"	""	""
8309	"10024252"	1	"R"	""	"Plegamiento De La Secuencia Mesozoica Y Fallamiento En Bloques"	"MRDS migration"	"29-OCT-02"	""	""
8310	"10110086"	1	"L"	""	"Jocotan Fault Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8311	"10105516"	1	"R"	""	"North-Trending Folds, Faults, And Plutonic Masses"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8312	"10105516"	1	"L"	""	"Bedding At 0 - 30e.  Three Fault Systems Trending N And Ne"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8313	"10102459"	1	"L"	""	"Here The Gneiss Has Been Broken By Several Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8314	"10092568"	1	"L"	""	"Local Fracturing"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8315	"10096208"	1	"R"	""	"On W Limb Dipping 15 Deg E Of Large Syncline Whose Axis Is In Montana"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8316	"10096208"	1	"L"	""	"Granodiorite Stock And 2 Small Porphyry Dikes Nearby"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8317	"10011315"	1	"R"	""	"Basin & Range-Laramide Basement"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8318	"10011315"	1	"L"	""	"N-S Trending Faults-Western Rim Of Large Caldera?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8319	"10037697"	1	"R"	""	"Yerington Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8320	"10073432"	1	"L"	""	"Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8321	"10083059"	1	"L"	""	"Sycamore Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8322	"10105767"	1	"R"	""	"San Rafael Swell"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8323	"10105767"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8324	"10015754"	1	"R"	""	"Raft River Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8325	"10048167"	1	"R"	""	"Quartz Diorite Unfoliated"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8326	"10048286"	1	"R"	""	"Ne Trending Diabasic And Granite Prophyry Dike Intrusives Into Quartzite And Limestones"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8327	"10048286"	1	"L"	""	"Step-Faulting Along Veins In Locality"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8328	"10020813"	1	"L"	""	"Beds Strike Se Dip 20 E"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8329	"10089274"	1	"R"	""	"Joes Valley Fault Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8330	"10089274"	1	"L"	""	"Several N - S Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8331	"10048127"	1	"R"	""	"Massive Fracture System, Tert Block Faulting With General Ne Trend"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8332	"10088725"	1	"R"	""	"Wasatch Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8333	"10088106"	1	"R"	""	"Monocline (Water Pocket Fold)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8334	"10088106"	1	"L"	""	"Steep Dip"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8335	"10306772"	1	"R"	""	"Hornfels, Marble"	"woodruff"	"28-OCT-2003 08:53:00"	""	""
8336	"10089199"	1	"R"	""	"Tertiary - To - Recent Beach Sands; Unconsolidated"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8337	"10089199"	1	"L"	""	"Diamondiferous Terraces In Tertiary Beach Sands"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8338	"10087620"	1	"L"	""	"Nw Trending Faults, Tintic Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8339	"10088979"	1	"R"	""	"Wasatch Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8340	"10088979"	1	"L"	""	"Nw Trending Faults, Tintic District Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8341	"10306292"	2	"R"	""	"Limestone"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
8342	"10306292"	1	"R"	""	"Dolomite"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
8343	"10015592"	1	"L"	""	"Fault Graben Evaporative Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8344	"10088974"	1	"R"	""	"Deep Creek-Tintic District Mineral Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8345	"10088974"	1	"L"	""	"Faults With Small Offset Striking Nw, Wnw, And Ne"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8346	"10044792"	1	"R"	""	"Diamond Tunnel Thrust"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8347	"10037096"	1	"L"	""	"Strong Shear Zone; 100 Ft Wide Contact Belt Is Bounded By Quartz Monzonite On N And Diorite Ons"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8348	"10006489"	1	"R"	""	"N45w Trending Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8349	"10006489"	1	"L"	""	"N45w Trending Fault: N-S75w Faults."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8350	"10027222"	1	"L"	""	"Here, The Gneiss, Which Is Rather Sheared And Schistose, Dips General Eastward"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8351	"10105957"	1	"L"	""	"Vein Faulted"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8352	"10048589"	1	"L"	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8353	"10048419"	1	"R"	""	"Sardine Syncline"	"MRDS migration"	"29-OCT-02"	""	""
8354	"10048419"	1	"L"	""	"Northwest-Trending Shear Zone"	"MRDS migration"	"29-OCT-02"	""	""
8355	"10105847"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8356	"10105847"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
8357	"10055776"	1	"L"	""	"Schist Inclusions, Associated With Quartz Masses, Cut The Pegmatite Diagonally"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8358	"10006408"	1	"R"	""	"Folds Cut By Inverse Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
8359	"10306236"	1	"R"	""	"Phosphorite"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
8360	"10306236"	4	"R"	""	"Sand"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
8361	"10306236"	3	"R"	""	"Clay"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
8362	"10306236"	2	"R"	""	"Dolomite"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
8363	"10306590"	1	"R"	""	"Sandy Clay"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
