i	dep_id	line	conc_proc	conc_proc_text	inserted_by	insert_date	updated_by	update_date
1634	"10040253"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1635	"10042895"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1636	"10023106"	1	""	"Reemplazamiento"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1637	"10087025"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1638	"10015105"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1639	"10048230"	1	""	"Oxidation At Near-Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1640	"10054921"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1641	"10098004"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1642	"10097038"	1	""	"Leaching And Oxidation By Surficial Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1643	"10022013"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-02"	""	""
1644	"10310010"	1	""	"Chemical precipitation"	"Woodruff, Laurel G."	"02-APR-04"	"Woodruff, Laurel G."	"02-APR-04"
1645	"10055194"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1646	"10082863"	1	""	"Secondary enrichment by hydrothermal fluids"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
1647	"10088377"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1648	"10111256"	1	""	"Supergene Enrichment Of Fold Iron Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1649	"10040927"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1650	"60001833"	1	""	"HYDROTHERMAL"	"MRDS migration"	"30-SEP-07"	""	""
1651	"10088456"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
1652	"10088124"	1	""	"Decrease In Stream Velocity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1653	"10054920"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1654	"10005791"	1	""	"Enriquecimiento Secundario"	"MRDS migration"	"29-OCT-02"	""	""
1655	"10092995"	1	""	"Meteoric Water Percolating Through The Overlying Mildly Radioactive Tuffaceous Arikaree Formation Brought Uranium And Other Ions To The Chadron Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1656	"10055422"	1	""	"Meteoric Water Percolating Through The Overlying Mildly Radioactive Tuffaceous Arikaree Formation Brought Uranium And Other Ions To The Chadron Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1657	"10055423"	1	""	"Meteoric Water Percolating Through The Overlying Mildly Radioactive Tuffaceous Arikaree Formation Brought Uranium And Other Ions To The Chadron Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1658	"10092998"	1	""	"Meteoric Water Percolating Through The Overlying Mildly Radioactive Tuffaceous Arikaree Formation Brought Uranium And Other Ions To The Chadron Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1659	"10011260"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1660	"10088778"	1	""	"Reduction By Organic Material"	"MRDS migration"	"29-OCT-02"	""	""
1661	"10089182"	1	""	"Deposition In Stream Bed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1662	"10038157"	1	""	"Hydrothermal Leaching, Transport, And Deposition Of Ore"	"MRDS migration"	"29-OCT-02"	""	""
1663	"10104105"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-02"	""	""
1664	"10090150"	1	""	"Disgregacion Mecanica Por Procesos De Meteorizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1665	"10084848"	1	""	"Depth Of Oxidation Varies Considerably, Supergene Blanket Of Chalcocite And Covellite With Silver Enrichment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1666	"10004200"	1	""	"Supergenico Debil"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1667	"10068456"	1	""	"Alternating Wet And Dry Seasons Under Humid Tropical Regime, With Low Relief."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1668	"10065241"	1	""	"Up To 180 M With Partial Destruction Of Sulfides To Oxides And Migration Of Silver Downward."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1669	"10089186"	1	""	"Hydrothermal, Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1670	"10040293"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1671	"10043996"	1	""	"Supergene Enriched Blanket-Chalcocite, Cuprite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1672	"10029727"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1673	"10054914"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1674	"10014733"	1	""	"Metasomatic/Replacement"	"MRDS migration"	"29-OCT-02"	""	""
1675	"10069945"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1676	"10081331"	1	""	"Weathering, Erosion, Stream Deposition"	"MRDS migration"	"29-OCT-02"	""	""
1677	"10035843"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1678	"10015678"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1679	"10090166"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1680	"10090160"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1681	"10078669"	1	""	"Alluvial Concentration By Streams And Weathering Of Brown Mountain Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1682	"10310598"	1	""	"Replacement, open-fissure filling"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
1683	"10098527"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1684	"10082656"	1	""	"Supergene"	"MRDS migration"	"29-OCT-02"	""	""
1685	"10068911"	1	""	"Vein Ore Is Banded, Commonly With Concentrations Of Sulfide Minerals Along The Walls"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1686	"10025261"	1	""	"Oxides Derived By Weathering Manganese And Iron Carbonates Dissiminated In Dolomite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1687	"10014257"	1	""	"Secondary Enrichment Of Cu As Sulfide And Native Metal, And Ag As Native Metal"	"MRDS migration"	"29-OCT-02"	""	""
1688	"10043896"	1	""	"Hydrothermal Fluid In Open Space Fillings"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1689	"10086821"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-02"	""	""
1690	"10071404"	1	""	"Primary Ore Minerals Precipitated In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1691	"10310603"	1	""	"Mechanical accumulation"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
1692	"10042718"	1	""	"Magmatic Crystal Fractionation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1693	"10057470"	1	""	"Oxidized Zone Is 10 To 40 M And Contact With Sulfide Zone Is Subparallel To Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1694	"10082508"	1	""	"Calcareous Quartzite Has Been Leached"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1695	"10103893"	1	""	"Magmatic Crystal Fractionation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1696	"10048508"	1	""	"Magmatic Segregation, Liquid Immiscibility"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1697	"10010852"	1	""	"Residual Concentration Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1698	"10094354"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1699	"10005642"	1	""	"Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1700	"10011196"	1	""	"Fluvial Transport & Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1701	"10094414"	1	""	"Gravity Concentration"	"MRDS migration"	"29-OCT-02"	""	""
1702	"10021924"	1	""	"Hydrothermal Veins"	"MRDS migration"	"29-OCT-02"	""	""
1703	"10012719"	1	""	"Clastic Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1704	"10012728"	1	""	"Clastic Sedimeutation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1705	"10087182"	1	""	"Contact Metamorphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1706	"10107423"	1	""	"Weathering, Erosion, Fluvial Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1707	"10080279"	1	""	"Sedimentation:  Fluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1708	"10079488"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1709	"10099714"	1	""	"Probably Precipitation In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1710	"10109022"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1711	"10014258"	1	""	"Secondary Enrichment Of Cu As Sulfide And Native Metal, And Ag As Native Metal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1712	"10047049"	1	""	"Secondary Enrichment Of Uranium Along Joint Surfaces;"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1713	"10073046"	1	""	"All Area Mines Show Oxidation And Secondary Enrichment Of Cu, Ag, Pb To Depths Of Up To 150 M"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1714	"10081403"	1	""	"Weathering, Erosion, Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1715	"10026644"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
1716	"10068758"	1	""	"Oxidation 20 To 40 Meters And Supergene Enrichment, Limonite, Chalcocite, Covelite And Some Native Copper."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1717	"10065553"	1	""	"Oxidation To 5 M."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1718	"10043030"	1	""	"Winnowing By Waves"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1719	"10044865"	1	""	"Hydrothermal Fluids In Open Space Fillings."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1720	"10012426"	1	""	"Northern Part Of District Characterized By Low- To Intermediate-Temperature Hydrothermal Formation Of Quartz Veins With Relatively High Sulfide Content (Pb, Zn, Cu, Ag, And A Little Au) And Some Au-Ag Tellurides.  Southern Part Characterized By Low-Temperature Hydrothermal Formation Of Quartz-Rhodochrosite-Fluorite Veins With Minor Sulfide Content But High Ag.  Secondary Enrichment Was Shallow And Important In Early Production.  Oxidation Of Rhodochrosite Veins In Southern Area Resulted In Formation Of Mn Ores And Moderate Ag Enrichment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1721	"10103865"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1722	"60000401"	1	"GRAVITY"	"GRAVITY"	"MRDS migration"	"30-SEP-07"	""	""
1723	"10044791"	1	""	"Oxidation Of Sulfides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1724	"10310604"	1	""	"Mechanical accumulation"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
1725	"10045036"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1726	"10046342"	1	""	"Secondary Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1727	"10095593"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1728	"10089516"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1729	"10042179"	1	""	"Sulfataric Or Hot Spring Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1730	"10019551"	1	""	"Steep-North"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1731	"10068730"	1	""	"Cu Oxide Minerals Present In Nw-Trending Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1732	"10068731"	1	""	"Evidence Of Secondary Enrichment Is Sparse At Andacoll0 And Is Probably Post-Pleistocene. At Churque An Anomalous (2500)Ppm Cu) N-Trending, 500 X 150 M Zone Discovered By Geochemical Sampling Suggests A Near Surface Concentration Of Secondary Cu Minerals"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1733	"60001338"	1	""	"HIGH ENRICHMENT OF SEDIMENTARY PROTORES"	"MRDS migration"	"30-SEP-07"	""	""
1734	"10046156"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1735	"10048148"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1736	"10048462"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1737	"10042012"	1	""	"Marine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1738	"10004462"	1	""	"Vertical Zonation With Decreasing Galena And Increasing Sphalerite With Depth"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1739	"10037034"	1	""	"Hydrothermal, Oxidation , Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1740	"10310602"	1	""	"Open-space filling"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
1741	"10040804"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1742	"10048231"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1743	"10082724"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
1744	"10002356"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1745	"10048418"	1	""	"Evaporizacion."	"MRDS migration"	"29-OCT-02"	""	""
1746	"10046028"	1	""	"Igneous Intrusion, Replacement Contact Metamophism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1747	"10100761"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1748	"10015260"	1	""	"Gravity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1749	"10068755"	1	""	"Secondary Enrichment With Chalcocite.  Oxides To Depths Of 50 To 60 M"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1750	"10079564"	1	""	"Sedimentation And Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1751	"10071032"	1	""	"Solution Along Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1752	"10012711"	1	""	"Clastic Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1753	"10089739"	1	""	"Lateritic Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1754	"10033039"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1755	"10048153"	1	""	"Oxidation At Near-Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1756	"10082722"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
1757	"10069783"	1	""	"Contact Metamorphism And Hydrothermal Processes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1758	"60001320"	1	"WEATHERING"	"SUPERGENE PROCESSES TO 160-300 M IN NORTHERN AREA AND 350-400 M IN SOUTHERN AREA.  OXIDATION TO 190 METERS AND FORMS ZONE WITH IRON OXIDES AND SILVER HALIDES."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
1759	"10027593"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1760	"10025030"	1	""	"Lixiviacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1761	"10107415"	1	""	"Weathering, Erosion, Fluvial Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1762	"10037209"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1763	"10026955"	1	""	"Erosion And Fluviatile Processes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1764	"10055421"	1	""	"Meteoric Water Percolating Through The Overlying Mildly Radioactive Tuffaceous Arikaree Formation Brought Uranium And Other Ions To The Chadron Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1765	"10046539"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1766	"10092997"	1	""	"Meteoric Water Percolating Through The Overlying Mildly Radioactive Tuffaceous Arikaree Formation Brought Uranium And Other Ions To The Chadron Formation."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1767	"10025131"	1	""	"Residual Concentration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1768	"10015770"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1769	"10087036"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1770	"10078211"	1	""	"Decrease Of Fluvial Gradient"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1771	"10042156"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1772	"10014879"	1	""	"Precipitation From Solutions In Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1773	"60000394"	1	"WEATHERING"	"HYPOGENE AND SUPERGENE"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
1774	"60001034"	1	""	"HYDROTHERMAL SOLUTION CHANNEL FILLINGS AND REPLACEMENT"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
1775	"10014157"	1	""	"Au Enrichment Through Near-Surface Oxidation Of Pyrite To Limonite"	"MRDS migration"	"29-OCT-02"	""	""
1776	"10107907"	1	""	"Near Surface Oxidation Enrichment."	"MRDS migration"	"29-OCT-02"	""	""
1777	"10069038"	1	""	"Copper Formed From A Cooling Magma, Accumulated In Mineralized Zones."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1778	"10004197"	1	""	"Lixiviacion Por Oro En Zona Limonitizada."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1779	"10007766"	1	""	"Enriquecimiento Supergeno"	"MRDS migration"	"29-OCT-02"	""	""
1780	"10310600"	1	""	"Replacement (Ag, Pb), Chemical preceipitation (Zn)"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
1781	"10056770"	1	""	"Stream"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1782	"10042581"	1	""	"Stibnite Occurs In Pods Or Stringers"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1783	"10054923"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1784	"10043730"	1	""	"Sulfides Deposited By Hot Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1785	"10012712"	1	""	"Clastic Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1786	"10012713"	1	""	"Clastic Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1787	"10082727"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
1788	"10048290"	1	""	"Mineralization Along Fissure Vein; Secondary Enrichment Blanket"	"MRDS migration"	"29-OCT-02"	""	""
1789	"60000336"	1	"WEATHERING"	"OXIDATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
1790	"10070461"	1	""	"Possible Hi-Temperature Mesothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1791	"10067401"	1	""	"Mass Weathering Of Iron Rich Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1792	"10088581"	1	""	"Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1793	"10056502"	1	""	"Supergene Groundwater Possible Cret Age Enrichment Associated With Deposition Of Glance Conglomerate"	"MRDS migration"	"29-OCT-02"	""	""
1794	"10054901"	1	""	"Hidrotermal - Epigenetico"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1795	"10037212"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1796	"10037314"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1797	"10015052"	1	""	"Precipitation In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1798	"10015088"	1	""	"Precipitation In Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1799	"10046700"	1	""	"Hydrothermal Fluids In Open Space Fillings.  Oxidation To 140 Ft Depth."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1800	"10037336"	1	""	"Replacement . Silver Ore Was Oxidized . Silver Ore Was Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1801	"10071850"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1802	"10103554"	1	""	"Oxidation Created Ores"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1803	"10101591"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1804	"10011116"	1	""	"Igneous-Metamorphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1805	"10101916"	1	""	"Precipitation Fracture And Breccia Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1806	"10072156"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1807	"10310425"	1	""	"Oxidation of ore down to about 250 feet."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
1808	"10027601"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1809	"10015258"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1810	"10026924"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
