i	dep_id	line	tect_set	tect_set_text	inserted_by	insert_date	updated_by	update_date
727	"10014030"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
728	"10022639"	1	""	"Folds, Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
729	"10078969"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
730	"10097995"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
731	"10022002"	1	""	"Aulacogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
732	"10094397"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
733	"10060912"	1	""	"Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
734	"10080352"	1	""	"Cordilleras Altas Orietales, Quimsa Cruz Batholith"	"MRDS migration"	"29-OCT-02"	""	""
735	"10092658"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
736	"10036277"	1	""	"North Margin Of The Mcdermitt Caldera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
737	"10082716"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
738	"10067641"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
739	"10088269"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
740	"10048354"	1	""	"Red Mountain Fault Block; Downthrow To North"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
741	"10060307"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
742	"10310155"	1	"Great Lakes Tectonic Zone"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
743	"10107132"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
744	"10011097"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
745	"10081306"	1	""	"Northern Alabama Piedmont - Talladega Block."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
746	"10082625"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
747	"10039529"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
748	"10011631"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
749	"10012366"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
750	"10090924"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-02"	""	""
751	"10012211"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
752	"10087521"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
753	"10087524"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
754	"10087522"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
755	"10087523"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
756	"10098011"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
757	"10015767"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
758	"10106027"	1	""	"Blue Ridge Province"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
759	"10002342"	1	""	"Wrangellia Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
760	"10063147"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
761	"10068946"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
762	"10111323"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
763	"10082862"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
764	"10080545"	1	""	"California Coast Ranges"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
765	"10109662"	1	""	"Klamath Mountains Accreted Terrane"	"MRDS migration"	"29-OCT-02"	""	""
766	"10038814"	1	""	"Intracratonic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
767	"10087741"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-02"	""	""
768	"10013714"	1	""	"Central Cordillera (Southern Rocky Mts.)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
769	"10071411"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
770	"10101840"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
771	"10088011"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
772	"10036603"	1	""	"Accreted Oceanic Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
773	"10088538"	1	""	"Carbonate Ramp Homocline:  With Upward Shallowing Platform Margin With Skeletal Algal Reef."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
774	"10067278"	1	""	"Carbonate Ramp Homocline:  Upward Shallowing Platform Margin With Skilital Algae Reefs."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
775	"10078764"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
776	"10061500"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
777	"10015557"	1	""	"Rocky Mt. Unstable Foreland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
778	"10063163"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
779	"10106013"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
780	"10015544"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
781	"10015546"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
782	"10014118"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
783	"10072169"	1	""	"Sangre De Cristo Uplift"	"MRDS migration"	"29-OCT-02"	""	""
784	"10047819"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
785	"10111424"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-02"	""	""
786	"10013572"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
787	"10082708"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
788	"10310401"	1	""	"back-arc extensional cratonic basin"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
789	"10082654"	1	""	"Canadian Shield"	"MRDS migration"	"29-OCT-02"	""	""
790	"10082851"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
791	"10039683"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
792	"10078368"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
793	"10078604"	1	""	"Near Kings Mountain Fault System"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
794	"10079846"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
795	"10068947"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
796	"10106240"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
797	"10061224"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
798	"10015387"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
799	"10014151"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-02"	""	""
800	"10039540"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
801	"10042089"	1	""	"Uinta Arch"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
802	"10080015"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
803	"10310047"	1	"Interior Basin"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
804	"10020428"	1	""	"Sevier Orogenic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
805	"10069947"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
806	"10060551"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
807	"10081328"	1	""	"Northern Alabama Piedmont-Coosa Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
808	"10102167"	1	""	"Newark Rift Basin-Mesozoic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
809	"10099405"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
810	"10042327"	1	""	"Wasatch Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
811	"10101863"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
812	"10004406"	1	""	"Magmatic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
813	"10068923"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
814	"10105581"	1	""	"Island Arc Volcanic Chain"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
815	"10047589"	1	""	"Antler Orogen Over-Printed By Basin And Range Extension"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
816	"10070208"	1	""	"Island Arc Volcanic Chain"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
817	"10310696"	1	""	"Extensional-dextral shear"	"Surveys and Analysis Project"	"20-FEB-2008 00:00:00"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
818	"10021650"	1	""	"Mesozoic-Cenozoic Collision Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
819	"10024781"	1	""	"Mesozoic Island Arc-Continent Collision Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
820	"10021004"	1	""	"Shelf"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
821	"10013425"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
822	"10020436"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
823	"10089018"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
824	"10015668"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
825	"10097795"	1	""	"Continental Platform Disrupted By Extensive Cenozoic Vulcanism And Basin And Range Deformation"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
826	"10084601"	1	""	"Northern Volcanic Belt"	"woodruff"	"12-OCT-2004 10:52:09"	""	""
827	"10094444"	1	""	"Southern Black Hills"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
828	"10040315"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
829	"10055152"	1	""	"Granite Intruded In A Back-Arc Setting. Current Setting Is Basin-Range Extension"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
830	"10082070"	1	""	"Grenville Lowlands"	"woodruff"	"12-OCT-04"	""	""
831	"10106398"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
832	"10106400"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
833	"10087667"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
834	"10062948"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
835	"10039393"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
836	"10033376"	1	""	"Accreted Island Arc (Wallowa-Seven Devils Terrane)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
837	"10084948"	1	""	"Near Buried Southwestern Margin Of Precambrian Yangtze Craton"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
838	"10049612"	1	""	"Basin And Range Style Faulting"	"MRDS migration"	"29-OCT-02"	""	""
839	"10015777"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
840	"10014106"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
841	"10071364"	1	""	"Cordilleran Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
842	"10087241"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
843	"10042134"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
844	"10055969"	1	""	"The Metasedimentary Rocks Were Originally Deposits In An Active Margin Environment; The Interleaving Of Metaperidotite With Supracrustal Rocks Suggests That Significant Tectonic Mixing Predated The Complicated Folding And Metamorphic History Of The Twisp Valley Schist (Bunning, 1990)."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
845	"10079388"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
846	"10094654"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
847	"10073156"	1	""	"Grenville Lowlands"	"woodruff"	"12-OCT-04"	""	""
848	"10014910"	1	""	"Basin And Range-Colorado Plateau Transition Zone, Cordilleran Hinge Line"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
849	"10104135"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
850	"10067551"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
851	"10014051"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
852	"10036813"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
853	"10014197"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-02"	""	""
854	"10087814"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-02"	""	""
855	"10039559"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
856	"10061150"	1	""	"Houston Salt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
857	"10062958"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
858	"10307219"	1	""	"Piedmont Province"	"woodruff"	"12-OCT-04"	""	""
859	"10012436"	1	""	"Central Cordillera (Southern Rockies)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
860	"10060313"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
861	"10060308"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
862	"10014147"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
863	"10079620"	1	""	"Ultramafic Belt In Prec Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
864	"10013096"	1	""	"Central Cordillera, Southern Rocky Mtns"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
865	"10103768"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
866	"10020069"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
867	"10047021"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
868	"10065513"	1	""	"Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
869	"10011629"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
870	"10061369"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
871	"10065741"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-02"	""	""
872	"10087837"	1	""	"Central Cordillera, (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
873	"10045309"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
874	"10089642"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
875	"10015724"	1	""	"Basin And Range Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
876	"10038826"	1	""	"Intracratonic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
877	"10068634"	1	""	"Andean Cordillera And Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
878	"10005362"	1	""	"Puna"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
879	"10024799"	1	""	"Intracratonic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
880	"10089324"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
881	"10079417"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
882	"10082958"	1	""	"Gentle Regional Structural Slope Northward Into Illinois Basin Is Broken By The Tw0-Mile-Wide Rock Creek Graben."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
883	"10077587"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
884	"10310370"	1	""	"The Bald Mountain district is located in an area of thinned crust along the eastern side of the Late Proterozoic rift that split the North American craton. It is also in the west-central portion of the Late Devonian-Early Mississippian Antler foreland basin, and near the eastern edge of deformation related to the late Paleozoic Humboldt orogeny."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
885	"10055449"	1	""	"Dome"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
886	"10010251"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
887	"10036812"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
888	"10055723"	1	""	"Southern Black Hills"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
889	"10047906"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-02"	""	""
890	"10047733"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
891	"10014811"	1	""	"Sangre De Cristo Uplift"	"MRDS migration"	"29-OCT-02"	""	""
892	"10088542"	1	""	"Blue Ridge"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
893	"10094663"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-02"	""	""
894	"10011630"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
895	"10101904"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-02"	""	""
896	"10031408"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
897	"10026097"	1	""	"Folded Blue Ridge"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
898	"10013114"	1	""	"Central Cordillera, Southern Rocky Mtns"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
899	"10012209"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
900	"10012213"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
901	"10012212"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
902	"10011669"	1	""	"Central Cordillera (Southern Rocky Mtns.)"	"MRDS migration"	"29-OCT-02"	""	""
903	"10024384"	1	""	"South Carpathians"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
904	"10068842"	1	""	"Andes"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
905	"10106586"	1	""	"Fold System Of South China"	"MRDS migration"	"29-OCT-02"	""	""
906	"10088631"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
907	"10093438"	1	""	"Island Arc Volcanic Chain"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
908	"10087680"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
909	"10047977"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-02"	""	""
910	"10011992"	1	""	"Southern Black Hills"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
911	"10055715"	1	""	"Southern Black Hills"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
912	"10014058"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
913	"10002374"	1	""	"Craig Subterrane, Alexander Terrane"	"MRDS migration"	"29-OCT-02"	""	""
914	"10042372"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
915	"10107933"	1	""	"Central Cordillera, Southern Rocky Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
916	"10061245"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
917	"10013171"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
918	"10078494"	1	""	"Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
919	"10017215"	1	"Front Range, Colorado mineral belt"	""	"Surveys and Analysis Project"	"01-NOV-07"	"Schruben, Paul"	"01-NOV-07"
920	"10087733"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
921	"10060309"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
922	"10055958"	1	""	"Deposition Of Heavy Minerals In River Gravels"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
923	"10021952"	1	""	"Interior Basin; Deltaic Red Bed Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
924	"10090973"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
925	"10012752"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
926	"10013036"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-02"	""	""
927	"10072676"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
928	"10107303"	1	""	"Cordilleran Miogeosyncline"	"MRDS migration"	"29-OCT-02"	""	""
929	"10070209"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
930	"10038139"	1	""	"Craton"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
931	"10067615"	1	""	"Basin, Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
932	"10013996"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
933	"10093357"	1	""	"Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
934	"10073057"	1	""	"Subduction-Related Marine Volcanic Activity"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
935	"10093814"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
936	"10094658"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
937	"10038150"	1	""	"Rocky Mountains"	"MRDS migration"	"29-OCT-02"	""	""
938	"10001358"	1	""	"Mansfield Sub Belt, Usgs Ofr 85-395, P. 10"	"MRDS migration"	"29-OCT-02"	""	""
939	"10014241"	1	""	"Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
940	"10055131"	1	""	"Uinkaret-Markagunt Block"	"MRDS migration"	"29-OCT-02"	""	""
941	"10011010"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
942	"10048037"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-02"	""	""
943	"10080450"	1	""	"Nw-Trending Eastern Cordillera - Tres Cruces Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
944	"10088018"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
945	"10079830"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
946	"10004396"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
947	"10088325"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
948	"10048356"	1	""	"Red Mountain And Corral Canyon Fault Blocks"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
949	"10101726"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
950	"10012750"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
951	"10011552"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
952	"10003927"	1	""	"Epicontinental Sag Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
953	"10086376"	1	""	"Stable Sedimentary Platform Having Later Mild Regional Deformation Sufficient To Produce Major And Minor Folds, Faults, Fracture Zones, And Joints."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
