i	dep_id	line	ore_ctrl	ore_ctrl_text	inserted_by	insert_date	updated_by	update_date
3679	"10109063"	1	""	"Mineralization Along Low-Angle Normal Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3680	"10071257"	1	""	"Quartz Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3681	"10026134"	1	""	"Fracture Zone; Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3682	"10026568"	1	""	"La Mineralizacion Esta Controlada Principalmente Por La Estructura"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3683	"10069945"	1	""	"Faulting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3684	"10041786"	1	""	"Contact Zones; Fissures And Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3685	"10005072"	1	""	"Nw And Ne Fractures"	"MRDS migration"	"29-OCT-02"	""	""
3686	"10070103"	1	""	"Ancient Stream Coming Into Bear Creek From The East."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3687	"10027567"	1	""	"Faulting, Shearing"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3688	"10094661"	1	""	"Metalliferous Veins Controlled By Regional Rectangular Fracture System In Granites And By Local Radial Fracture System Associated With Emplacement Of Chicago Basin Stock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3689	"10055976"	1	""	"Heavy-Mineral Concentration By Stream Action."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3690	"10106144"	1	""	"Structural-footwall quartzite and cross-cutting dikes forming ore troughs."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
3691	"10102429"	1	""	"The Gold Occurs Mostly At Or Near Bedrock In Gulches"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3692	"10085019"	1	""	"Nne Trending Structures And Permeable Rhyolite Breccia Zones Surrounding Rhyolite Domes."	"MRDS migration"	"29-OCT-02"	""	""
3693	"10045643"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3694	"10310346"	1	""	"Ore deposition was controlled by brecciated zones along northeast- and northwest-trending fault zones."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
3695	"10014199"	1	""	"Fault Zone Cutting Limestones"	"MRDS migration"	"29-OCT-02"	""	""
3696	"10088456"	1	""	"Estructural"	"MRDS migration"	"29-OCT-02"	""	""
3697	"10087906"	1	""	"Stratovolcano Core Intruded By Later Stock, Accompanied By Radial Dikes And By Hydrothermal And Solfataric (?) Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3698	"10003910"	1	""	"Association With Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3699	"10088124"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3700	"10054920"	1	""	"Litologico: La Mineralizacion Se Emplaza En Las Areniscas,Pizarras Y Filitas. Estructural: La Veta ""Santa Ana"" O ""Cabeza De Toro"" Contiene La Mineralizacion."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3701	"10097920"	1	""	"Replacement Of Limestone Along Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3702	"10062343"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3703	"10011287"	1	""	"Vertical North Striking Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3704	"10036207"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3705	"10044790"	1	""	"Favorable Permeable Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3706	"10048418"	1	""	"Estructural (Fisuras)"	"MRDS migration"	"29-OCT-02"	""	""
3707	"10070918"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3708	"60001836"	1	"Fault/fracture"	"FRACTURES, SHEAR ZONES, LANDSLIDES"	"MRDS migration"	"30-SEP-07"	""	""
3709	"10041181"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3710	"10019528"	1	""	"Contact: Limestone-Diorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3711	"10042152"	1	""	"Long North-Trending Cavelike Structures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3712	"10077921"	1	""	"Ore Zone In Intensely Metasomatized Zone 4 To 9 Ft. Thick At 150 Ft. Level."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3713	"10068757"	1	""	"Within The Ore Shoots Of Marcielago Vein The Thicker Part Of The Vein Tend To Occur Where Strike Swings To The North."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3714	"10108390"	1	""	"Shear & Brecciated Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3715	"10055911"	1	""	"Heavy-Mineral Concentration By Stream Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3716	"10046028"	1	""	"Intrusive Veins, Fractures, Granodiorite Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3717	"10003943"	1	""	"Estructural (Fracturas)"	"MRDS migration"	"29-OCT-02"	""	""
3718	"10079034"	1	""	"Paleochannel And Carboneous Trash"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3719	"10037329"	1	""	"Bedding Plane"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3720	"10033413"	1	""	"Shear Zones In Granodiorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3721	"10097228"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3722	"10012420"	1	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3723	"10020036"	1	""	"Fissures, Fractures And Beddings"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3724	"10006460"	1	""	"Estructural"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3725	"10039538"	1	""	"Conglomerate Host Rock Fractured More Readily Than Other Rock Types."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3726	"10055130"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-02"	""	""
3727	"10038959"	1	""	"Kimberlite Pipe"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3728	"10041564"	1	""	"Veinlets Along Fault In Dunite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3729	"10310701"	1	""	"Ore shoots within quartz veins formed by open-space filling along a fault zone that approximately follows the contact between metamorphic rock and granodiorite. Lindgren (1896b) observed that where the Merrifield Vein was widest, the ore is generally poor in grade."	"Surveys and Analysis Project"	"20-FEB-2008 00:00:00"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
3730	"10106254"	1	""	"Original Carbonaceous Horizon"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3731	"10102238"	1	""	"Vertical Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3732	"10068771"	1	""	"Strongest Mineralization Adjacent To Transverse Fissures In Disseminated Deposits In Quartzites.  Few Deposits Along Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3733	"10054942"	1	""	"Fractura"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3734	"10037586"	1	""	"Ore In Silicate Zone Developed In Lmst. Near Granitic Contact Or Assoc. With Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3735	"10083056"	1	""	"Faulting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3736	"10071092"	1	""	"Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3737	"10046312"	1	""	"Veins In Granite Near Schist Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3738	"10087309"	1	""	"Favorable Limestone Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3739	"10110053"	1	""	"Bedding, Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3740	"10037015"	1	""	"Granodiorite/Sedimentary Contact; Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3741	"10045204"	1	""	"Fault And Joint Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3742	"10067769"	1	""	"Probably Fault Zone, Siliceous In Part, In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3743	"10079770"	1	""	"River Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3744	"10023091"	1	""	"Estratigrafico (Plano De Estratificacion)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3745	"10055035"	1	""	"Estructural: La Mineralizacion Se Encuentra Rellenando Fracturas En Forma Irregular"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3746	"10011543"	1	""	"Alluvial Plain"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3747	"10048787"	1	""	"Northwest And Northeast Trending Steeply Dipping Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3748	"10046669"	1	""	"Contact Between Slate And Volcanics; Zone Of Shearing In Limestone"	"MRDS migration"	"29-OCT-02"	""	""
3749	"10037109"	1	""	"Nw Trending Veins In Shear Zone Cutting Quartz Diorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3750	"10055470"	1	""	"Vertical, Northeast Trending Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3751	"10073119"	1	""	"Lithological And Structural Controls"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3752	"10068911"	1	""	"The Oldest Rocks Are Strongly Folded Quartzite, Shale, And Conglomerate Of Early Cretaceous Age That Strike About East. These Rocks Predominate In The Western Part Of The Area. They Are Intruded By A Series Of Igneous Rocks That Includes Dark Diorite Porphyry; Granodiorite Composed Of Feldspar, Biotite, And Hornblende In A Light Greenish Gray Groundmass. A Fine-Grained Gray Altered Andesite Porphyry With Disseminated Pyrite Crops Out Along The South Edge Of The Area"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3753	"10055937"	1	""	"Gold-Quartz Veins In The Swauk District Are Subparallel To Numerous Basalt Dikes Of The Region (Smith, 1903, P. 80). At The Cascade Chief Mine, Stringers Of Mineralized Quartz Occur In Three Shear Zones That Average 4ft. Wide In Sandstone (Huntting, 1956, P. 131)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3754	"10036906"	1	""	"Fractures"	"MRDS migration"	"29-OCT-02"	""	""
3755	"10088875"	1	""	"In Breccia Between Bolsa Quartzite Above And Limestone Below. Some Ore In Ls."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3756	"10014700"	1	""	"Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3757	"10089023"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3758	"10310390"	1	""	"The Casino deposit is localized along the edge of a fold.  Whole-rock major, minor, and trace element analyses indicate that Au, Sb, and As are in general associated with the Keno fault zone, suggesting that Au- and silica-bearing fluids migrated along the fault to replace carbonate in the footwall and adjacent hanging wall rocks."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
3759	"10079385"	1	""	"Structurally controlled, associated with faulting."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
3760	"10068904"	1	""	"The Largest Vein Is San Cristobal, Containing Strongly Banded White Quartz, Pink, Green Or Brown Rhodonite, And Calcite With Pyrite, Galena, Sphalerite, Chalcopyrite, Argentite, Ruby Silver, Polybasite, And A Little Tetrahedrite. Native Silver And Pyrargyrite Found In Upper Parts Of Vein. Wavellite Has Been Reported."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3761	"10090508"	1	""	"Estratigrafico En Horizontes De Areniscas Alterados."	"MRDS migration"	"29-OCT-02"	""	""
3762	"10103494"	1	""	"Schistosity Of Wall Rock.  Veins Follow Contortions Of Schist Where Intensly Folded"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3763	"10099324"	1	""	"Estructural: La Mineralizacion Se Encuentra En Las De Fracturas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3764	"10015772"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3765	"10055849"	1	""	"Heavy-Mineral Concentrations By Wave Action. Gold And Platinum Occur In A 2-15-In.-Thick Layer Of Sand On The Surface Of A Wave Cut Bench In Clay (Huntting, 1956, P. 182)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3766	"10067432"	1	""	"Siderite Rich Limestone Member"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3767	"10025131"	1	""	"Residual Clay"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3768	"10015770"	1	""	"Lake Bar Or Spit"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3769	"10088778"	1	""	"Carbonaceous Zone"	"MRDS migration"	"29-OCT-02"	""	""
3770	"10079322"	1	""	"Occurs In Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3771	"10080248"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3772	"10110043"	1	""	"Gravity Concentration In Alluvial Setting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3773	"10103854"	1	""	"Hillside"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3774	"10041521"	1	""	"Within Aplite Porphyrydike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3775	"10098323"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3776	"10037412"	1	""	"Milky Quartz Veins In Granite Of Chipmunk Springs --May Be In Shear Zone At Right Angle To Trend Of Shear."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3777	"10011062"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3778	"10056300"	1	""	"Estructurales"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3779	"10006588"	1	""	"Related To Tert Dacite Dome"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3780	"10022063"	1	""	"Reducing Environment, Stratigraphic"	"MRDS migration"	"29-OCT-02"	""	""
3781	"10047353"	1	""	"Igneous Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3782	"10036450"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3783	"10032197"	1	""	"Ore Occurs As Disseminated And As Small Massive Lenses Of Highgrade Chromite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3784	"10109653"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3785	"60001006"	1	"Magmatic segregation"	"MAGMATIC SEGREGATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
3786	"10310452"	1	""	"Northeast-striking faults allowed gold mineralization to deposit in silty limestone along the hinge and limbs of a northeast- trending  anticline in the Chkar Footwall deposit."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
3787	"10057720"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3788	"10049975"	1	""	"Lithology"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3789	"10101716"	1	""	"Channel Sandstone And Carbonaceous Material (Humate)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3790	"10108964"	1	""	"In And Around Quartz Stringers."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3791	"10005642"	1	""	"Estructurales; Fallas Y Fallas En Mantos Mineralizados"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3792	"60000277"	1	"Lithology"	"MINERALIZATION CONSISTS OF CONTACT METASOMATIC DEPOSITS IN LIMESTONES ADJACENT TO PORPHYRY."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
3793	"10043789"	1	""	"Nw-Trending Fault Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3794	"10092842"	1	""	"Veins"	"MRDS migration"	"29-OCT-02"	""	""
3795	"10088403"	1	""	"Cinder Cone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3796	"10088164"	1	""	"Cinder Cone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3797	"10097975"	1	""	"Cinder Cone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3798	"10015357"	1	""	"Cinder Cone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3799	"10040385"	1	""	"Fault In Schist. Ore Is In Zone Of Brecciated Quartz."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3800	"10040837"	1	""	"Local Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3801	"10094369"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3802	"10080795"	1	""	"Fault"	"MRDS migration"	"29-OCT-02"	""	""
3803	"10310602"	1	""	"The Cherry Hill and nearby West End ore bodies are truncated on the east and west by subparallel NW-trending faults.  These faults are subparallel to the Resort Springs Fault, the Wilbur Springs antiform, and the dominant regional grain, and generally show reverse, dextral slip.  A conjugate NE-trending system of discontinuous, dip-slip faults, including the Abbott-Coyote Peak fault zone, forms a locally important ore control, especially at the Cherry Hill deposit where this system intersects the NW-trending faults. Within the deposit, the gold mineralization is present in veinlets that fill small fractures in the host rock."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
3804	"10310561"	1	""	"Ore mineralization is bedding-controlled but adjacent to a fault."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
3805	"10078955"	1	""	"Paleo Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3806	"10019113"	1	""	"Unit Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3807	"10044220"	1	""	"No Information"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3808	"10040804"	1	""	"Altered Serpentine And Shear"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3809	"10078315"	1	""	"Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3810	"10044421"	1	""	"Silicified Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3811	"10048231"	1	""	"Faulting, Igneous Activity, Especially Dike Emplacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3812	"10079427"	1	""	"Stratigraphically controlled, fault related"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
3813	"10086827"	1	""	"Estratigrafico"	"MRDS migration"	"29-OCT-02"	""	""
3814	"10108446"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3815	"10048349"	1	""	"Complex System Of Fissure Veins, Including Nw-Trending Flux Vein And Ne-Trending World'S Fair Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3816	"10020083"	1	""	"Northeast Trending Strike-Slip Faults."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3817	"10039463"	1	""	"Breccia Pipes At Fault And Fracture Intersections"	"MRDS migration"	"29-OCT-02"	""	""
3818	"10105976"	1	""	"Inferred Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3819	"10079425"	1	""	"Stratigraphically controlled"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
3820	"10079832"	1	""	"Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3821	"10062279"	1	""	"Limestone-Intrusive Contact."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3822	"10109533"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3823	"10012845"	1	""	"Eolian"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3824	"10043896"	1	""	"Joint Sets (Esp. Intersections) And Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3825	"10046652"	1	""	"""Breccia-Vein"""	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3826	"60001833"	1	"Fault/fracture"	"FISSURE VEINS 0.3 - 3.0 M WIDE CONCENTRATED IN THREE GROUPS (LA VIRRENYA, CAUDALOSA, SAN GORORO)"	"MRDS migration"	"30-SEP-07"	""	""
3827	"10086868"	1	""	"Fractura De Cizallamiento, Tension (Mineralizados); Contacto Conglomerado-Caliza."	"MRDS migration"	"29-OCT-02"	""	""
3828	"10088335"	1	""	"Fracturing"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3829	"10102508"	1	""	"Ore Bodies Occur In Units Showing Most Rapid Variation In Thickness"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3830	"10059145"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3831	"10109522"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3832	"10003841"	1	""	"Crest Of Anticlines"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3833	"10400260"	1	"fault control"	""	"AWILSON"	"27-JUN-08"	""	""
3834	"10011001"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3835	"10095280"	1	""	"Low-Angle Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3836	"10039205"	1	""	"Oxidized Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3837	"10034267"	1	""	"Contact Zone Between Schist And Granitic Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3838	"10005744"	1	""	"Manto Con Rumbo N 55-80 W Y Buz. 20-43 Sw, Controlado Por Un Dique (Monzonitico) Y Por Una Falla De Rumbo N 80 W Y Buz. 57-75 Sw. Y Una Estructura Con Rumbo N 45 W Y Buz. 75 Ne."	"MRDS migration"	"29-OCT-02"	""	""
3839	"10005791"	1	""	"Dos Fracturas Con Rumbo General N 75-80 E."	"MRDS migration"	"29-OCT-02"	""	""
3840	"10005770"	1	""	"Fractura Con Rumbo N 43 W."	"MRDS migration"	"29-OCT-02"	""	""
3841	"10049788"	1	""	"Veins"	"MRDS migration"	"29-OCT-02"	""	""
3842	"10048034"	1	""	"Shoreline Transport Processes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3843	"10097833"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3844	"10068753"	1	""	"Ore Deposits Are In Mid Jur Limestones That Are Always Associated With Beds Of Red Shale.  Principal Mantos Are On The Ne Limb Of The Cercapuquio Syncline & Scattered Outcrops Are Known On The Sw Limb.  Ore May Be Irregularly Streaked Layers, Lying Parallel To The Walls Or In Crosscutting Relations."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3845	"10005567"	1	""	"Fracture"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3846	"10068939"	1	""	"The Rocks Of Cerro Azoguine Are, From Oldest To Youngest, 500 Meters Of Conglomerate And Quartzite (Jurassic?); Cretaceous Limestone; Tertiary Sandstone And Conglomerate; Tertiary Red Beds; And Basalt Flows.  According To Torres, The Ore Deposits Are Veins Striking East Or South. They Contain Red And Yellow Clay And Iron And Copper Sulfates, And Assay As Much As 9% Copper With Less Than 100 Grams Silver Per Ton. Apparently The Ore That Was Mined Contained About 1% Quicksilver."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3847	"10054974"	1	""	"Litologico Y Estructural: La Mineralizacion Se Encuentra Estratificada En Las Calizas Y Tambien En Forma De Filon De Fisura Que Corta A La Estratificacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
3848	"10086933"	1	""	"Coniri Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
