i	dep_id	line	alt_type	alterat	alterat_text	inserted_by	insert_date	updated_by	update_date
1973	"10310568"	1	"L"	""	"Alteration consists of varying degrees of contact metamorphism and metasomatism associated with the emplacement and hydrothermal alteration of the Buffalo Valley  quartz monzonite porphyry stock. Carbonate sedimentary roacks were altered to cacl-silicate hornfels, quartzite, skarn, wollastonite. More pelitic units were altered to biotite hornfels, siliceous hornfels and quartzite.  Hydrothermal alteration of the quartz monzonite stock is strong K-feldspar-botite alteration, sericitic, propylitic, and silicification."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
1974	"10070701"	1	"L"	""	"Iron - Oxide Stains"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1975	"10068876"	1	"L"	""	"Veins Oxidized To Depths Of 40-50 M."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1976	"10102536"	1	"L"	""	"Scheelite-Bearing Rock Is More Micaceous And Limonite Stained"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1977	"10310306"	1	"L"	""	"Contact metamorphic effects in the upper structural unit of the Havallah Sequence: non-calcareous silty lithologies are converted to biotite hornfels; slightly calcareous, siliceous and argillaceous siltstones are metamorphosed to calc-silicate hornfelses (diopside + quartz plagioclase, clinozoisite, epidote). Sulfides are restricted to later fractures.    Endoskarn: sulfide-poor calc-silicate mineral assemblages which occur as alteration products of porphyry dikes are common west and southwest of the open pit, rare in the open pit, and absent east and north of the pit. In some hand specimens, endoskarn alteration can be observed as envelopes about individual quartz veins, e.g. plagioclase-quartz-pyroxene-bearing inner envelopes (hornblende destroyed) and relict hornblende-stable outer envelopes.    Potassic alteration: shreddy hydothermal biotite is abundant in dikes in the open pit and the degree of biotization is independent of proximity to quartz veins.    Prograde skarn: a few unequivocal but rare examples of coarse grained garnet-pyroxene skarn have been exposed in the center of the open pit, interbedded with calc-silicate hornfels. These skarns contain pyrite, although it is unclear whether it was deposited synchronous with skarn silicates.    Retrograde skarn: pyroxene hornfels and less commonly basalt and biotite hornfels locally are intensely altered to dark green chlorite, pyrite, and nontronite(?). This assemblage has been reported to carry free gold.  "	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
1978	"10106923"	1	"L"	""	"Contact Metamorphism, Endoskarn, Potassic Alteration, Prograde Skarn, Retrograde Skarn. See Geology Comments."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1979	"10071599"	1	"L"	""	"Gouge; Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1980	"10058160"	1	"L"	""	"Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1981	"10003909"	1	"L"	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1982	"10033010"	1	"L"	""	"Hydrothermal Alteration And Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1983	"10019596"	1	"L"	""	"Hydrothermal"	"MRDS migration"	"29-OCT-02"	""	""
1984	"10045561"	1	"L"	""	"Sulphides Leached Out Of Upper Workings"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1985	"10048271"	1	"L"	""	"Minor"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1986	"10039402"	1	"L"	""	"Intense Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1987	"10044209"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1988	"10079925"	1	"L"	""	"Silicification And Sericitization"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
1989	"60001622"	1	"L"	"OXIDATION"	"OXIDATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
1990	"60001622"	3	"L"	"SERICITIZATION"	"SERICITIZATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
1991	"60001622"	2	"L"	"PYRITIZATION"	"PYRITIZATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
1992	"10043995"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1993	"10002753"	1	"L"	""	"Cache Cr. Gravels Contain Oxidized Cobbles Of Serpentinized Gabbroic Rock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1994	"10055391"	1	"L"	""	"Supergena"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1995	"10095367"	1	"L"	""	"Minor Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1996	"10098429"	1	"L"	""	"Qtz-Ser-Pyr & Ccp"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1997	"10106633"	1	"L"	""	"Silicificacion, Epidotizacion, Sericitizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1998	"10025419"	1	"L"	""	"Zinc And Lead Carbonates After Respective Sulfides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
1999	"10059696"	1	"L"	""	"Propylitic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2000	"10014909"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2001	"10004160"	1	"L"	""	"Escasa Alteracion Filica Y Argilica"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2002	"10059023"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2003	"10021018"	1	"L"	""	"Limestones Are Highly Bleached"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2004	"10307786"	1	"L"	""	"White dolomite replacement."	"ARDF migration"	"06-OCT-03"	""	""
2005	"10058057"	1	"L"	""	"Phyllic, Argillic, Propylitic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2006	"10071336"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2007	"10055224"	1	"L"	""	"Silicic, Sericitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2008	"10072007"	1	"L"	""	"Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2009	"10040304"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2010	"10061182"	1	"L"	""	"Biogenic Alteration Of Anhydrock To Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2011	"10065654"	1	"L"	""	"Quartz; Propylitic; Argillic. Alteration Zone < 1.5 Sq Km."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2012	"10004156"	1	"L"	""	"Filitica Y Argilitica"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2013	"10000308"	1	"L"	""	"Country Rock Weathers Rusty"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2014	"10308691"	1	""	""	"Alteration types are silicification and argillization."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
2015	"10094763"	1	"L"	""	"Pyritization Of Wall Rock"	"MRDS migration"	"29-OCT-02"	""	""
2016	"10045267"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2017	"10011403"	1	"L"	""	"Limonite Bands"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2018	"10047521"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2019	"10043769"	1	"L"	""	"The Workings At The Surface Have Been Mined Forming A Moderate-Sized Pit Where The Flat Lying Vein Is In Contact With A Highly Altered Meta-Limestone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2020	"10310594"	1	"L"	""	"Wall rocks hydrothermally altered, having been partially to completely converted to ankerite, sericite, quartz, pyrite, arsenopyrite, chlorite, and albite. Locally, greenstone bodies adjacent to the quartz veins contain enough disseminated auriferous pyrite in large enough bodies to constitute low-grade ore.  "	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
2021	"10307513"	1	"L"	""	"Zones adjacent to the veins are bleached and argillized."	"ARDF migration"	"06-OCT-03"	""	""
2022	"10055223"	1	"L"	""	"Coarse Quartz And Muscovite In Greisen-Like Zones In Granitoid"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2023	"10011218"	1	"L"	""	"Silicification, Limonizition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2024	"10085729"	1	"L"	""	"Sericitization And Argillic Alteration (Kaolinite And Montmorillonite)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2025	"10044786"	1	"L"	""	"Jasperoid Occurs Nearby"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2026	"10043798"	1	"L"	""	"Adv. Argillic, Sericitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2027	"10069416"	1	"L"	""	"Host Rocks To Chlorite, Sericite, Clay Minerals"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2028	"10039677"	1	"L"	""	"Argillitic; Chalcopyrite Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2029	"10087683"	1	"L"	""	"Dolomitization, Silicification, Argillization, Biotitization, Chloritization, Etc."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2030	"10088889"	1	"L"	""	"Minor"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2031	"10086610"	1	"L"	""	"Oxidation To Outer Part Of No. 1 Adit, About 90 Ft. On Dip Of Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2032	"10015738"	1	"L"	""	"Pyritic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2033	"10288026"	1	"L"	"Silicification, carbonatization"	""	"TKLEIN"	"09-APR-2008 21:19:02"	""	""
2034	"10042909"	1	"L"	""	"Surface Of Rhodonite Is Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2035	"10040788"	1	"L"	""	"Silica Carbonate Alteration Of Serpentine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2036	"10045590"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2037	"10109890"	1	"L"	""	"Oxides Of Manganese And Iron Are Highly Decomposed; Replacement Of Limestone By Manganese Oxides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2038	"10042786"	1	"L"	""	"Brecciation, Thermal Metamorphism-Development Of Calc-Silicate Minerals-Clay And Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2039	"10082710"	1	"L"	""	"Some magnetite formed by replacement of ferrous iron minerals during diagenesis and most iron silicate probably formed by metamorphism of an early silicate mineral."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
2040	"10027298"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2041	"10003825"	1	"L"	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2042	"10042891"	1	"L"	""	"Silicification, Chloritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2043	"10307222"	2	"L"	""	"Silicification"	"woodruff"	"12-OCT-04"	""	""
2044	"10307222"	1	"L"	""	"Dolomitization"	"woodruff"	"12-OCT-04"	""	""
2045	"10048041"	1	"L"	""	"Silicification, Chloritization"	"MRDS migration"	"29-OCT-02"	""	""
2046	"10251584"	1	"L"	"Zones Of Bleached Sericite Schist"	""	"DILLO"	"18-AUG-09"	""	""
2047	"10025913"	1	"L"	""	"Serpentinization"	"woodruff"	"19-JUN-2003 12:30:49"	""	""
2048	"10071610"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2049	"10002923"	1	"L"	""	"Contact Zone Between Quartz Monzonite And Quartz Diorite Is Altered"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2050	"10097589"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2051	"10040574"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2052	"10027177"	1	"L"	""	"Chloritization, Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2053	"10043997"	1	"L"	""	"Silicification, Pyritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2054	"10307146"	1	"L"	""	"Weathering"	"woodruff"	"28-OCT-2003 08:53:20"	""	""
2055	"10026087"	1	"L"	""	"Serpentinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2056	"10048086"	1	"L"	""	"No Significant Oxidation"	"MRDS migration"	"29-OCT-02"	""	""
2057	"10044689"	1	"L"	""	"Formation Of Pyrite, Sericite, Quartz, & Calcite In Wallrock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2058	"10105722"	1	"L"	""	"Sericitization, Pyritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2059	"10070672"	1	"L"	""	"Red Iron Oxide Stains"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2060	"10027892"	1	"L"	""	"Minor"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2061	"10105164"	1	"L"	""	"Biogenic Alteration Of Anhydrock To Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2062	"10071395"	1	"L"	""	"""Yellow Ground"" Oxidized And Tuffaceous To Depth Of 15 M"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2063	"10096209"	1	"L"	""	"Limonite Stains , Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2064	"10019764"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2065	"10102591"	1	"L"	""	"Greenstone-Quartz Ore Formed By Hydrothermal Alteration Of Greenstone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2066	"10089765"	1	"L"	""	"Moore (1940) Reports Host Rock To Be Intensely Altered Lovingston Granite Gneiss."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2067	"10092566"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2068	"10002892"	1	"L"	""	"Secondary minerals formed from the alteration of galena are pyromorphite and cerusite."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:39"
2069	"10073389"	3	"L"	"Silicification"	""	"WBFERGUS"	"21-DEC-2008 12:47:46"	""	""
2070	"10073389"	2	"L"	"Sericitization"	""	"WBFERGUS"	"21-DEC-2008 12:47:37"	""	""
2071	"10073389"	1	"L"	"Bleaching"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"21-DEC-2008 12:47:28"
2072	"60000399"	1	"L"	"HYDROTHERMAL"	"HYDROTHERMAL ALTERATION, ESPECIALLY QUARTZ-SERICITE ALTERATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
2073	"10103926"	1	"L"	""	"Silicification, Propylitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2074	"10044490"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-02"	""	""
2075	"10071635"	1	"L"	""	"Silicification, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2076	"10071902"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2077	"10040972"	1	"L"	""	"Country Rock Is Brecciated And Cemented By Silica-Limonite Veinlets"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2078	"10087665"	1	"L"	""	"Dolomitization And Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2079	"10097826"	1	"L"	""	"Dolomitization, And Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2080	"10082673"	1	"L"	""	"Leaching of silica or replacement by iron oxides or a combination of these processes."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
2081	"10036705"	1	"L"	""	"Host Rock Is Altered"	"MRDS migration"	"29-OCT-02"	""	""
2082	"10072989"	1	"L"	""	"Bleaching In Sandstone, Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2083	"10082720"	1	"L"	""	"Analyses of highly altered dike rock from the jackson mine area show great enrichment of al2o3, and if it had an original mafic composition, also in k2o (fixed sericite)(gair, 1975, p. 123)."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
2084	"10019612"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2085	"10109846"	1	"L"	""	"Minor To None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2086	"10008503"	1	"L"	""	"Sericite, Epidote, Chlorite, Quartz And Rarely Secondary Albite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2087	"10047606"	1	"L"	""	"Silicification Of Tuffs, Sediments And Hydro Thermal Breccias.  Propylitization Of Andesites And Basalts.  Alteration Repoartedly Decreases With Depth."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2088	"10104296"	1	"L"	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2089	"10059982"	1	"L"	""	"Phyllic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2090	"10058072"	1	"L"	""	"Phyllic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2091	"10310430"	1	"L"	""	"Some rocks are  sericitized, carbonatized, argillized and silicified due to hydrothermal action pre-dating or accompanying ore deposition."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
2092	"10058094"	1	"L"	""	"Propylitic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2093	"10307823"	1	"L"	""	"Extensive ferricrete alteration."	"ARDF migration"	"06-OCT-03"	""	""
2094	"10045268"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2095	"10025908"	1	"L"	""	"Serpentinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2096	"10021192"	1	"L"	""	"Bleaching, Recrystallization, Silication"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2097	"10079424"	1	"L"	""	"Chert and siderite to hematite and goethite in oxidation zones"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
2098	"60001074"	1	"L"	""	"LATER ALKALINE SOLUTIONS DEPOSITED OPAL, MONTMORILLONITE, CHALCEDONY AND CINNABAR."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
2099	"10087803"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-02"	""	""
2100	"10043909"	1	"L"	""	"Propylitization, Oxidation, Pyritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2101	"10010723"	1	"L"	""	"Bleached, Advanced Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2102	"10101849"	1	"L"	""	"Contact Metamorphism With Bleaching, Marmorization, Epidotization, Oxidation"	"MRDS migration"	"29-OCT-02"	""	""
2103	"10070213"	1	"L"	""	"Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2104	"10027275"	1	"L"	""	"Chloritization, Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2105	"10039482"	1	"L"	""	"Epidote And Manganese Oxides Occur On Fracture Planes."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2106	"10071433"	1	"L"	""	"Bleaching In Mudstone And Sandstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2107	"10106572"	1	"L"	""	"Bleaching In Sandstone, Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2108	"10106069"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2109	"10078991"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2110	"10105917"	1	"L"	""	"Bleaching In Sandstone & Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2111	"10047836"	1	"L"	""	"Potassic, Phyllic, Propylitic"	"MRDS migration"	"29-OCT-02"	""	""
2112	"60000978"	1	"L"	"SILICIFICATION"	"SILICIFICATION, SERICITE"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
2113	"10070223"	1	"L"	""	"Leaching Of Sulfides Gives Limonite - Filled Cavities"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2114	"10070142"	1	"L"	""	"Hydrothermal; Chloritization; Silicification (?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2115	"10000678"	1	"L"	""	"Pyritization."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
2116	"10012289"	1	"L"	""	"Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2117	"10026115"	1	"L"	""	"Weathering Of Iron-Bearing Minerals To Form Limonite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2118	"10097262"	1	"L"	""	"Kaolin And Sericite Are Developed In The Granite Wal L Rocks, And The Sulfide Replacement In Some Cases Extends Ou T Into The Walls."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2119	"10094911"	1	"L"	""	"Silicification, Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2120	"10085554"	1	"L"	""	"Silicifiicaton, Sericite, Epidote"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2121	"10307787"	1	"L"	""	"Recrystallized dolomite."	"ARDF migration"	"06-OCT-03"	""	""
2122	"10104467"	1	"L"	""	"Argillic, Kaolinitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2123	"10020414"	1	"L"	""	"Limonite, Clay"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2124	"10027097"	1	"L"	"Hydrothermal"	"Hydrothermal Alteration Of Pinal Schist, Silicification"	"MRDS migration"	"29-OCT-02"	"CLAANDER"	"14-JUL-09"
2125	"10094234"	1	"L"	""	"Limonitic, Breccia, Contact Meta"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2126	"10073353"	1	"L"	""	"Oxidation is significant and complete down to the 200 foot level.  Vein outcrop consists of quartz and limonite.  Massicot, cerussite, silver chlorides, and native silver were found in the oxide zone."	"Long, Keith R."	"22-MAR-2005 00:00:00"	"Long, Keith R."	"22-MAR-2005 00:00:00"
2127	"10025756"	1	"L"	""	"Silicic, Carbonate"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2128	"10095897"	1	"L"	""	"Chloritization At Depth, Argillization And Sericitization Nearer Surface.  Calcification And Silicification Along Contacts."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2129	"10046564"	1	"L"	""	"Silicification; Bleached, Altered Tuffs"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2130	"10037026"	1	"L"	""	"Pyritization, Argillization Of Rhyolite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2131	"10046436"	1	"L"	""	"Propylitization, Argillization, Bleaching, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2132	"10041480"	1	"L"	""	"Limonite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2133	"10042741"	1	"L"	""	"Quartz - Sericite - Pyrite - Chlorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2134	"10048350"	1	"L"	""	"Surface Oxidation To Depths Of 250 Ft; Pyrite Gossan At Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2135	"10090637"	1	"L"	""	"Dolmitization Of Limestone, Limestone Also Highly Brecciated"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2136	"10000095"	1	"L"	""	"Diorite Is Epidotized In Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2137	"10058970"	1	"L"	""	"Silicic, Porpylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2138	"10012023"	1	"L"	""	"Limonitic, And Dolomitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2139	"10079731"	1	"L"	""	"Potassic (Adularia, Sericite)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2140	"10095907"	1	"L"	""	"Silicic, Sericitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
2141	"10044787"	1	"L"	""	"Local Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
